"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"ESCHEATMENT","ERICSSON","Support","EMM",06/06/2023 03:35:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",06/06/2023 03:35:15,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",06/06/2023 03:35:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",06/06/2023 03:35:01,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",06/06/2023 03:31:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",06/06/2023 03:26:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",06/06/2023 03:23:03,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","AMukher7",06/06/2023 03:13:18,"","TeleSales"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",06/06/2023 03:10:15,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","AROY34",06/06/2023 01:50:57,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",06/06/2023 01:38:04,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",06/06/2023 01:10:23,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",06/06/2023 01:01:20,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",06/06/2023 00:20:45,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",06/06/2023 00:17:34,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",06/06/2023 00:08:04,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",06/06/2023 00:04:41,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 23:31:22,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",05/06/2023 23:15:04,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 23:07:41,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 22:47:22,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",05/06/2023 22:42:27,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 22:40:21,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 22:34:46,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 21:59:38,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 21:52:50,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",05/06/2023 21:49:52,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 21:32:59,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 20:44:22,"","Care"
"ACTIVATION","RETAIL","In-Person","repretail",05/06/2023 19:34:23,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",05/06/2023 19:23:48,"4683","Full Service"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 07:51:24,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 07:43:41,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 07:37:12,"","Care"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",05/06/2023 07:29:57,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 07:21:31,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",05/06/2023 06:58:53,"7806","Full Service"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 06:18:37,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 06:13:12,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 06:09:35,"","Care"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:55:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:51:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:46:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:42:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:37:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:20:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:20:28,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",05/06/2023 03:02:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:02:07,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:02:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:02:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:01:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",05/06/2023 03:01:31,"","Back Office and Support"
"MANAGERATEPLAN","CARE","Over the Phone","AROY34",05/06/2023 02:37:38,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 02:31:34,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 02:19:16,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",05/06/2023 02:05:22,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 01:57:30,"","Care"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",05/06/2023 00:55:27,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",05/06/2023 00:46:46,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 00:45:42,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",05/06/2023 00:30:52,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",05/06/2023 00:15:41,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",04/06/2023 22:03:24,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",04/06/2023 20:15:08,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",04/06/2023 20:14:22,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:13:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:13:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",02/06/2023 03:13:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:44,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:12:01,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:11:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:09:29,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:09:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",02/06/2023 03:09:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",02/06/2023 03:08:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:08:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:06:54,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:06:10,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:04:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:04:11,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",02/06/2023 03:04:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",02/06/2023 03:03:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",02/06/2023 03:02:34,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",02/06/2023 02:47:47,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",02/06/2023 02:45:53,"","Care"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",02/06/2023 02:23:06,"","Care"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",02/06/2023 02:12:49,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",02/06/2023 02:05:24,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",02/06/2023 00:44:25,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",01/06/2023 23:55:10,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",01/06/2023 23:31:12,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",01/06/2023 23:01:14,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",01/06/2023 22:39:49,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",01/06/2023 22:36:16,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",01/06/2023 22:27:12,"","Care"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",01/06/2023 20:20:24,"","Care"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",01/06/2023 20:16:55,"","Care"
"ACTIVATION","RETAIL","In-Person","repretail",01/06/2023 20:12:11,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",01/06/2023 20:08:19,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:14:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:14:03,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:13:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:12:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:12:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:12:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:11:10,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:10:30,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:09:44,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:09:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:09:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:08:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:07:28,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:06:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:06:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:05:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:03:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:02:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",01/06/2023 03:02:46,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",01/06/2023 03:02:03,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",01/06/2023 02:10:58,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",01/06/2023 02:04:24,"","Care"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",01/06/2023 01:56:42,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",01/06/2023 01:11:10,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",31/05/2023 20:08:10,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",31/05/2023 20:06:11,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",31/05/2023 20:05:35,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",31/05/2023 03:12:57,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",31/05/2023 03:08:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:06:48,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",31/05/2023 03:06:14,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:04:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:04:11,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:03:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:03:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:02:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",31/05/2023 03:02:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",31/05/2023 03:02:05,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",31/05/2023 02:45:16,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",31/05/2023 02:44:37,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",31/05/2023 02:19:59,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",31/05/2023 02:09:57,"","Care"
"ACTIVATION","CARE","Over the Phone","AROY34",30/05/2023 22:49:56,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",30/05/2023 22:33:12,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",30/05/2023 21:58:41,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",30/05/2023 20:40:22,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",30/05/2023 20:16:29,"7806","Full Service"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",30/05/2023 20:11:05,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",30/05/2023 20:03:59,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",30/05/2023 19:57:54,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",30/05/2023 19:49:35,"4683","Full Service"
"EXCHANGE","RETAIL","In-Person","Manretail",30/05/2023 14:49:40,"7360","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",30/05/2023 07:22:50,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:06:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",30/05/2023 03:06:18,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:06:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:05:36,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",30/05/2023 03:05:22,"","Care"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:05:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:04:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",30/05/2023 03:04:20,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:03:16,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:03:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",30/05/2023 03:02:27,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:02:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:02:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",30/05/2023 03:02:07,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",30/05/2023 03:02:01,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",30/05/2023 02:42:20,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",30/05/2023 02:42:02,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",30/05/2023 02:39:28,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",30/05/2023 01:15:00,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",30/05/2023 01:12:27,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",30/05/2023 01:04:58,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",30/05/2023 00:41:47,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",30/05/2023 00:26:20,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",30/05/2023 00:16:45,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",30/05/2023 00:02:36,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",29/05/2023 23:44:03,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",29/05/2023 23:37:40,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",29/05/2023 23:32:04,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",29/05/2023 23:25:41,"8100","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",29/05/2023 19:35:37,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",29/05/2023 12:42:41,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",29/05/2023 03:10:11,"8100","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:09:48,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:08:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:08:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:06:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:06:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:05:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:04:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:04:14,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",29/05/2023 03:03:39,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",28/05/2023 23:35:23,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",28/05/2023 22:34:16,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",28/05/2023 22:21:48,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",28/05/2023 20:15:12,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",28/05/2023 20:13:05,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",28/05/2023 20:12:20,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",28/05/2023 14:51:37,"8100","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/05/2023 03:09:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:09:00,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/05/2023 03:08:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:08:23,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:07:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:06:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:06:23,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:05:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/05/2023 03:04:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:03:52,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:03:44,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",26/05/2023 03:02:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",26/05/2023 03:02:43,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/05/2023 23:32:29,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/05/2023 23:21:36,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",25/05/2023 18:59:33,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",25/05/2023 18:57:34,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",25/05/2023 06:26:42,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:07:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:03:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:03:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",25/05/2023 03:03:09,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",25/05/2023 03:02:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:02:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:01:59,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",25/05/2023 03:01:52,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",25/05/2023 03:01:39,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",24/05/2023 20:33:31,"","Care"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",24/05/2023 19:59:06,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",24/05/2023 19:57:09,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",24/05/2023 19:56:33,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","AMISHRA103",24/05/2023 06:48:53,"","Care"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:08:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:07:39,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:07:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:05:07,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:04:38,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",24/05/2023 03:03:55,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","repretail",24/05/2023 02:44:33,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",24/05/2023 01:14:25,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",24/05/2023 00:26:21,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",24/05/2023 00:19:36,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",24/05/2023 00:18:43,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 23:29:46,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 23:26:12,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 23:23:28,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 22:45:37,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 22:15:14,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 22:05:36,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 22:01:23,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",23/05/2023 20:10:02,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",23/05/2023 20:05:30,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",23/05/2023 20:00:53,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 04:35:58,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",23/05/2023 04:35:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 04:35:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:09:50,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:09:32,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:09:26,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:07:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:07:01,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:06:39,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:06:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:06:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:05:49,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:05:15,"","Back Office and Support"
"MANAGERATEPLAN","ERICSSON","Support","EMM",23/05/2023 03:04:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:04:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:03:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:03:28,"","Back Office and Support"
